"mls"	"price"	"type"	"ownership"	"size"	"stories"	"bathrooms"	"bedroomsAboveGrade"	"bedroomsBelowGrade"	"address"	"postalcode"	"longitude"	"latitude"	"lot"	"parking1Type"	"parking1Spaces"	"parking2Type"	"parking2Spaces"	"parking3Type"	"parking3Spaces"	"rawLow"	"url"
"1218769"	"349900"	"House"	"Freehold"	"2700"	"2"	"4"	"3"	0	"95 Spruce Hill Road"	"A1W5N4"	"-52.933471"	"47.533433"	"56 x 148 x 78 x 148"	"Attached Garage"	""	""	""	""	""	"56x148x78x148|under 1/2 acre"	"https://www.realtor.ca//real-estate/22214629/95-spruce-hill-road-topsail"
"1218798"	"359900"	"House"	"Freehold"	"2159"	"2"	"3"	"3"	0	"2 Lasalle Drive"	"A1N0B2"	"-52.806463"	"47.530517"	"59 x 121 x 65 x 93"	"Attached Garage"	""	""	""	""	""	"59x121x65x93|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22214616/2-lasalle-drive-mount-pearl"
"1218781"	"238000"	"House"	"Freehold"	"1495"	"2"	"1"	"3"	0	"3 Mount Royal Avenue"	"A1C5E5"	"-52.726587"	"47.55734"	""	""	""	""	""	""	""	"29X100.3 approx."	"https://www.realtor.ca//real-estate/22213036/3-mount-royal-avenue-st-johns"
"1218750"	"239900"	"House"	"Freehold"	"2340"	"1"	"2"	"3"	"1"	"46 St. Michaels Avenue"	"A1E1R8"	"-52.72756"	"47.551011"	"50 x 100"	"Attached Garage"	""	""	""	""	""	"50 x 100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22205702/46-st-michaels-avenue-st-johns"
"1218743"	"239900"	"House"	"Freehold"	"2600"	"1"	"2"	"3"	0	"4 Derby Place"	"A1A1Y1"	"-52.70421"	"47.58289"	"60 x 114"	""	""	""	""	""	""	"60x114"	"https://www.realtor.ca//real-estate/22205703/4-derby-place-st-johns"
"1218367"	"294900"	"House"	"Freehold"	"2083"	"1"	"2"	"3"	"2"	"33 Frontenac Avenue"	"A1N4V4"	"-52.812353"	"47.529156"	"49 x 98"	""	""	""	""	""	""	"49x98"	"https://www.realtor.ca//real-estate/22205741/33-frontenac-avenue-mount-pearl"
"1218699"	"314900"	"House"	"Freehold"	"2306"	"1"	"2"	"2"	0	"23 Pattison Street"	"A1L2A6"	"-52.89342"	"47.523396"	"50 x 100"	""	""	""	""	""	""	"50X100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22205726/23-pattison-street-paradise"
"1218646"	"239900"	"House"	"Freehold"	"1248"	"1"	"2"	"3"	0	"4 Flo's Lane"	"A0P1C0"	"-53.549003"	"47.468894"	"0.5 acres"	""	""	""	""	""	""	"0.5 acre|21,780 - 32,669 sqft (1/2 - 3/4 ac)"	"https://www.realtor.ca//real-estate/22205733/4-flos-lane-blaketown"
"1209781"	"359900"	"House"	"Freehold"	"2070"	"1"	"2"	"3"	0	"263 Seal Cove Road"	"A1X6S9"	"-53.085877"	"47.465288"	"132 x 519 x 320 x 266 x 82 x 296"	"Attached Garage"	""	"Garage"	"2"	""	""	"132X519X320X266X82X296|1 - 3 acres"	"https://www.realtor.ca//real-estate/22203981/263-seal-cove-road-conception-bay-south"
"1218664"	"369900"	"House"	"Freehold"	"2760"	"2"	"4"	"3"	0	"7 Troy Place"	"A1W3J6"	"-52.951242"	"47.51817"	"60 x 108"	""	""	""	""	""	""	"60 x 108|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22202833/7-troy-place-conception-bay-south"
"1218687"	"309999"	"House"	"Freehold"	"2088"	"1"	"2"	"3"	0	"7 Duffs Crescent"	"A1L2A4"	"-52.89457"	"47.527991"	"86 x 133"	"Detached Garage"	""	""	""	""	""	"Approx 86 x 133|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//real-estate/22200048/7-duffs-crescent-paradise"
"1218683"	"369900"	"House"	"Freehold"	"2328"	"1"	"2"	"3"	0	"1285 Conception Bay Highway"	"A0A2R0"	"-53.057835"	"47.475226"	"60 x 120"	"Attached Garage"	""	""	""	""	""	"60 x 120|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22200050/1285-conception-bay-highway-conception-bay-south"
"1218506"	"309900"	"House"	"Freehold"	"2144"	"1"	"2"	"3"	0	"20 Cross Meadow Other"	"A1W4Y4"	"-52.956326"	"47.497281"	"120 x 424 x 115 x 430"	""	""	""	""	""	""	"120 x 424 x 115 x 430|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22200078/20-cross-meadow-other-conception-bay-south"
"1214309"	"254900"	"House"	"Freehold"	"1976"	"1"	"2"	"3"	"1"	"1 Ryan Street"	"A1E4M8"	"-52.731319"	"47.543772"	"99 x 52"	""	""	""	""	""	""	"99 x 52|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22200083/1-ryan-street-st-johns"
"1218638"	"374900"	"House"	"Freehold"	"3040"	"1"	"3"	"3"	0	"8 Bar Haven Street"	"A1B5G5"	"-52.794091"	"47.548129"	"50 x 100"	"Attached Garage"	""	""	""	""	""	"50X100|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22198157/8-bar-haven-street-st-johns"
"1218611"	"214900"	"House"	"Freehold"	"1360"	"1"	"2"	"3"	0	"16 Hillview Avenue"	"A1W4L2"	"-52.938717"	"47.521912"	"55 x 112 x 99 x 56"	""	""	""	""	""	""	"55x112x99x56|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22198164/16-hillview-avenue-conception-bay-south"
"1218623"	"349000"	"House"	"Freehold"	"2215"	"1"	"3"	"3"	"1"	"5 Rosegate Place"	"A1W0C6"	"-52.94424"	"47.532895"	""	""	""	""	""	""	""	"4940 SQFT|under 1/2 acre"	"https://www.realtor.ca//real-estate/22198162/5-rosegate-place-conception-bay-south"
"1218618"	"239900"	"House"	"Freehold"	"2100"	"1"	"3"	"3"	"2"	"259-261 Foxtrap Access Road"	"A1X7E8"	"-52.992557"	"47.488032"	"123 x 120 x 98 x 124"	"Carport"	""	"Detached Garage"	""	"Garage"	"2"	"123x120x98x124|under 1/2 acre"	"https://www.realtor.ca//real-estate/22197187/259-261-foxtrap-access-road-conception-bay-south"
"1195039"	"299900"	"House"	"Freehold"	"1798"	"1"	"4"	"3"	"2"	"3 Beaver Pond Road"	"A0H1P0"	"-55.829109"	"47.477776"	"138.84 x 123.06 x 106.80 x 41.94 x 129.09"	"Detached Garage"	""	""	""	""	""	"138.84 X 123.06 X 106.80 X 41.94 X 129.09|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22194494/3-beaver-pond-road-harbour-breton"
"1218581"	"219900"	"House"	"Freehold"	"2340"	"1"	"2"	"3"	0	"113 Old Pennywell Road"	"A1B1A8"	"-52.750734"	"47.555773"	""	""	""	""	""	""	""	"466 sqm|under 1/2 acre"	"https://www.realtor.ca//real-estate/22194456/113-old-pennywell-road-st-johns"
"1218614"	"307500"	"House"	"Freehold"	"2364"	"1"	"2"	"2"	0	"157 Old Topsail Road"	"A1E2B2"	"-52.731275"	"47.542709"	""	""	""	""	""	""	""	"32.13m x 15.24m|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22194439/157-old-topsail-road-st-johns"
"1218539"	"299900"	"House"	"Freehold"	"1504"	"1"	"2"	"3"	0	"75 Main Street"	"A0A1W0"	"-53.286726"	"47.542004"	""	"Garage"	"1"	""	""	""	""	"84' X 400'   33,600 SQFT|32,670 - 43,559 sqft (3/4 - 1 ac)"	"https://www.realtor.ca//real-estate/22194470/75-main-street-clarkes-beach"
"1218607"	"309900"	"House"	"Freehold"	"2028"	"1"	"1"	"1"	"1"	"106 Acharya Drive"	"A1L4A4"	"-52.895099"	"47.53733"	"50 x 100"	""	""	""	""	""	""	"50 X 100|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22194443/106-acharya-drive-paradise"
"1218579"	"319900"	"House"	"Freehold"	"2942"	"2"	"3"	"4"	0	"108 Carrick Drive"	"A1A4P2"	"-52.70748"	"47.608207"	"52 x 100"	""	""	""	""	""	""	"52x100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22192543/108-carrick-drive-st-johns"
"1218565"	"229900"	"House"	"Freehold"	"1920"	"1"	"1"	"2"	0	"113-115 Shearstown Road"	"A0A3V0"	"-53.292641"	"47.589355"	""	"Detached Garage"	""	"Garage"	"2"	""	""	"93 X 160 (0.34 ACRES)|under 1/2 acre"	"https://www.realtor.ca//real-estate/22192544/113-115-shearstown-road-bay-roberts"
"1218549"	"209000"	"House"	"Freehold"	"3488"	"1"	"2"	"3"	0	"6 Delaney Crescent"	"A0A3X0"	"-53.275722"	"47.637729"	""	"Attached Garage"	""	""	""	""	""	"APP. 223' BY 150'|32,670 - 43,559 sqft (3/4 - 1 ac)"	"https://www.realtor.ca//real-estate/22192553/6-delaney-crescent-spaniards-bay"
"1218336"	"325000"	"House"	"Freehold"	"1910"	"1"	"3"	"2"	"1"	"26 Tupper Street"	"A1A2T8"	"-52.709045"	"47.597424"	"50 x 113"	""	""	""	""	""	""	"50 x 113|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22192567/26-tupper-street-st-johns"
"1218542"	"339900"	"House"	"Freehold"	"2410"	"1"	"3"	"3"	"1"	"27 Bayview Heights"	"A1X7R7"	"-53.0185"	"47.486738"	""	"Attached Garage"	""	""	""	""	""	"125x175x135"	"https://www.realtor.ca//real-estate/22192556/27-bayview-heights-cbs"
"1218545"	"269900"	"House"	"Freehold"	"2260"	"1"	"2"	"3"	"2"	"15 Smallwood Drive"	"A1N1A7"	"-52.789754"	"47.517832"	"48 x 134 x 67 x 125"	"Garage"	"1"	""	""	""	""	"48X134X67X125|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22192554/15-smallwood-drive-mount-pearl"
"1218536"	"325000"	"House"	"Freehold"	"2260"	"1"	"3"	"3"	"1"	"32 Malka Drive"	"A1A4X8"	"-52.756385"	"47.607668"	"50 x 100"	""	""	""	""	""	""	"50x100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22191562/32-malka-drive-st-johns"
"1218528"	"322000"	"House"	"Freehold"	"2400"	"1"	"3"	"2"	"2"	"161 Western Gully Road"	"A1M2Y2"	"-52.849219"	"47.615292"	"100 x 200"	""	""	""	""	""	""	"100 x 200|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//real-estate/22191564/161-western-gully-road-portugal-cove"
"1218486"	"339900"	"House"	"Freehold"	"3030"	"1"	"3"	"2"	"1"	"216 Neck Road"	"A0A1X0"	"-53.255115"	"47.587482"	"130 x 175"	"Attached Garage"	""	""	""	""	""	"130 x 175|21,780 - 32,669 sqft (1/2 - 3/4 ac)"	"https://www.realtor.ca//real-estate/22187340/216-neck-road-coleys-point"
"1218474"	"259900"	"House"	"Freehold"	"2955"	"1"	"2"	"3"	0	"36 Newman Street"	"A1E4V9"	"-52.768137"	"47.536063"	"50 x 100"	""	""	""	""	""	""	"50' x 100'|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22187341/36-newman-street-st-johns"
"1218526"	"229500"	"House"	"Freehold"	"2115"	"1"	"2"	"3"	0	"90-94 Goulds Road"	"A0A2B0"	"-53.261139"	"47.522716"	""	""	""	""	""	""	""	"123.5 X 353 (1 ACRE)|1 - 3 acres"	"https://www.realtor.ca//real-estate/22187314/90-94-goulds-road-cupids"
"1218499"	"310000"	"House"	"Freehold"	"1891"	"1"	"2"	"2"	"2"	"41 Dunluce Crescent"	"A1N5H9"	"-52.80295"	"47.527578"	"41.59 x 110.11 x 73.92 x 98.49"	""	""	""	""	""	""	"41.59X110.11X73.92X98.49|under 1/2 acre"	"https://www.realtor.ca//real-estate/22187333/41-dunluce-crescent-mount-pearl"
"1218519"	"277500"	"House"	"Freehold"	"2160"	"1"	"3"	"3"	"1"	"39 Barnacle Road"	"A1M2B2"	"-52.997609"	"47.508712"	"50 x 132 x 67 x 150"	"Detached Garage"	""	""	""	""	""	"50x132x67x150|under 1/2 acre"	"https://www.realtor.ca//real-estate/22187319/39-barnacle-road-conception-bay-south"
"26967855"	"214500"	"House"		""	"1"	"2"	"3"	0	"273 Rue Varin"	"G0L3Y0"	"-69.815767"	"47.528733"	""	"Other"	""	"Garage"	""	""	""	"13017.88 sqft"	"https://www.realtor.ca//real-estate/22184842/273-rue-varin-saint-pascal"
"1218438"	"308500"	"House"	"Freehold"	"2076"	"2"	"4"	"3"	0	"75 Lasalle Drive"	"A1N0B1"	"-52.811673"	"47.532757"	"49 x 98 x 56 x 58"	""	""	""	""	""	""	"49x98x56x58|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22184438/75-lasalle-drive-mount-pearl"
"1218465"	"285000"	"House"		"3528"	"1"	"2"	"3"	0	"189 North River Road"	"A0A3C0"	"-53.319791"	"47.538025"	""	""	""	""	""	""	""	".67 Acre|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22184418/189-north-river-road-north-river"
"1218458"	"269900"	"House"	"Freehold"	"1628"	"2"	"3"	"3"	0	"28 Browne Crescent"	"A1E4N4"	"-52.746481"	"47.5422"	"41 x 141 x 41 x 145"	"Detached Garage"	""	"Garage"	"1"	""	""	"41 x 141 x 41 x 145|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22184422/28-browne-crescent-st-johns"
"1209347"	"219900"	"House"	"Freehold"	"2400"	"2"	"3"	"3"	0	"13-15 Peppers Road"	"A0A1G0"	"-53.27101"	"47.594084"	"115 x 300"	"Attached Garage"	""	"Garage"	"2"	""	""	"115 X 300|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22184467/13-15-peppers-road-bay-roberts"
"1218339"	"260000"	"House"	"Freehold"	"3187"	"2"	"3"	"4"	0	"289 Pennywell Road"	"A1C2M5"	"-52.731453"	"47.558456"	"40 x 77"	""	""	""	""	""	""	"40' x 77'|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22175432/289-pennywell-road-st-johns"
"1218394"	"209900"	"House"	"Freehold"	"1452"	"2"	"1"	"3"	0	"77-79 Leslie Street"	"A1E2N1"	"-52.725431"	"47.550206"	"55 x 46"	""	""	""	""	""	""	"55 x 46|under 1/2 acre"	"https://www.realtor.ca//real-estate/22173742/77-79-leslie-street-st-johns"
