"mls"	"price"	"type"	"ownership"	"size"	"stories"	"bathrooms"	"bedroomsAboveGrade"	"bedroomsBelowGrade"	"address"	"postalcode"	"longitude"	"latitude"	"lot"	"parking1Type"	"parking1Spaces"	"parking2Type"	"parking2Spaces"	"parking3Type"	"parking3Spaces"	"rawLow"	"url"
"1221527"	"289900"	"House"	"Freehold"	"2281"	"1"	"3"	"3"	0	"10 Gosse Road"	"A1L3P3"	"-52.870825"	"47.529906"	""	"Garage"	"1"	"Attached Garage"	""	""	""	"8930 sq ft|under 1/2 acre"	"https://www.realtor.ca//real-estate/22390158/10-gosse-road-paradise"
"1221512"	"239900"	"House"	"Freehold"	"724"	"1"	"1"	"2"	0	"16 Murphys Lane"	"A1E3E4"	"-52.744485"	"47.551517"	"82 x 145 x 90 x 147"	""	""	""	""	""	""	"82x145x90x147|under 1/2 acre"	"https://www.realtor.ca//real-estate/22390172/16-murphys-lane-st-johns"
"1221494"	"239900"	"House"	"Freehold"	"2565"	"2"	"2"	"3"	0	"34 Suez Street"	"A1C4Z9"	"-52.72861"	"47.565517"	"45 x 102"	""	""	""	""	""	""	"45x102Approx.|under 1/2 acre"	"https://www.realtor.ca//real-estate/22390178/34-suez-street-st-johns"
"1221524"	"225000"	"House"	"Freehold"	"2504"	"1"	"1"	"3"	0	"121 Airport Road"	"A1A4Y3"	"-52.741983"	"47.60683"	"76.3 x 201.8 x 56 x 226.9"	""	""	""	""	""	""	"76.3x201.8x56x226.9|under 1/2 acre"	"https://www.realtor.ca//real-estate/22390161/121-airport-road-st-johns"
"1221523"	"329900"	"House"	"Freehold"	"2139"	"1"	"2"	"3"	0	"5 Golden Dawn Drive"	"A1M0C8"	"-52.831924"	"47.617314"	"76 x 149 x 76 x 141"	"Attached Garage"	""	"Garage"	"2"	""	""	"76 x 149 x 76 x 141|under 1/2 acre"	"https://www.realtor.ca//real-estate/22390162/5-golden-dawn-drive-portugal-cove"
"1221483"	"329900"	"House"	"Freehold"	"2200"	"1"	"3"	"1"	"2"	"69 Eastbourne Crescent"	"A1A5V7"	"-52.717637"	"47.611185"	"50 x 100"	""	""	""	""	""	""	"50x100"	"https://www.realtor.ca//real-estate/22390179/69-eastbourne-crescent-st-johns"
"1221292"	"309900"	"House"	"Freehold"	"2082"	"1"	"3"	"4"	"1"	"14 Burke Place"	"A1B3H1"	"-52.743469"	"47.566001"	"50 x 106"	""	""	""	""	""	""	"50 X 106|under 1/2 acre"	"https://www.realtor.ca//real-estate/22390182/14-burke-place-st-johns"
"1221380"	"279900"	"House"	"Freehold"	"1900"	"1"	"3"	"2"	"1"	"39 Dawes Road"	"A0A1G0"	"-53.257917"	"47.585989"	""	"Attached Garage"	""	""	""	""	""	"55 x 111 x 18 x 75 x 45 approx"	"https://www.realtor.ca//real-estate/22388473/39-dawes-road-bay-roberts"
"1221501"	"289900"	"House"	"Freehold"	"1980"	"3"	"3"	"1"	"2"	"47 Dunluce Crescent"	"A1N5H9"	"-52.803051"	"47.527988"	"50 x 100"	""	""	""	""	""	""	"50 x 100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22388443/47-dunluce-crescent-mount-pearl"
"1221485"	"269900"	"House"	"Freehold"	"1880"	"1"	"2"	"2"	0	"31 Balnafad Place"	"A1G1V9"	"-52.757817"	"47.511545"	"49.2 x 98.4 x 49.2 x 98.4"	""	""	""	""	""	""	"49.2 x 98.4 x 49.2 x 98.4|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22388452/31-balnafad-place-st-johns"
"1221475"	"264900"	"House"	"Freehold"	"2360"	"1"	"2"	"3"	0	"71 Kellivew Crescent"	"A1X6Z5"	"-53.018887"	"47.492293"	"78 x 110"	"Garage"	"2"	""	""	""	""	"78x110|under 1/2 acre"	"https://www.realtor.ca//real-estate/22388459/71-kellivew-crescent-conception-bay-south"
"15369081"	"249000"	"House"		"2304"	"2"	"2"	"6"	0	"515-525 Rue Principale"	"G0T1V0"	"-70.2066582"	"47.57040403"	""	"Other"	""	""	""	""	""	"15518 sqft"	"https://www.realtor.ca//real-estate/22388068/515-525-rue-principale-saint-irénée"
"1221453"	"325000"	"House"	"Freehold"	"2400"	"1"	"3"	"3"	0	"41 Burnaby Street"	"A1L1N4"	"-52.867591"	"47.526505"	"50 x 100"	""	""	""	""	""	""	"50x100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22387711/41-burnaby-street-paradise"
"1221454"	"259900"	"House"	"Freehold"	"2625"	"1"	"4"	"4"	0	"42 Ferryland Street E"	"A1E2L4"	"-52.763321"	"47.529048"	"50 x 31 x 70 x 90"	""	""	""	""	""	""	"50x31x70x90|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22382218/42-ferryland-street-e-st-johns"
"1221451"	"359900"	"House"	"Freehold"	"2342"	"1"	"3"	"3"	0	"11 Meagher Place"	"A1W0E2"	"-52.950721"	"47.532048"	"60 x 108 x 44 x 104"	""	""	""	""	""	""	"60X108X44X104|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22382220/11-meagher-place-conception-bay-south"
"1221458"	"264900"	"House"	"Freehold"	"1900"	"1"	"2"	"3"	"2"	"24 Anderson Avenue"	"A1B3E2"	"-52.733669"	"47.564212"	""	""	""	""	""	""	""	"50x154 59x130|under 1/2 acre"	"https://www.realtor.ca//real-estate/22382214/24-anderson-avenue-st-johns"
"1221432"	"259900"	"House"	"Freehold"	"1325"	"2"	"2"	"3"	0	"81 Calver Avenue"	"A1C2X6"	"-52.724764"	"47.565123"	"35 x 85"	""	""	""	""	""	""	"35x85|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22382225/81-calver-avenue-st-johns"
"1221425"	"359900"	"House"	"Freehold"	"2852"	"1"	"3"	"3"	"2"	"17 Horwood Street"	"A1A1X4"	"-52.71083"	"47.585636"	"60 x 100"	""	""	""	""	""	""	"60 x 100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22382231/17-horwood-street-st-johns"
"1221416"	"279900"	"House"	"Freehold"	"2259"	"1.5000"	"2"	"3"	"1"	"43 Blackler Avenue"	"A1E3E8"	"-52.742252"	"47.548441"	"93.84 x 120 x 115 x 79.95"	"Garage"	"2"	""	""	""	""	"93.84x120x115x79.95|under 1/2 acre"	"https://www.realtor.ca//real-estate/22380402/43-blackler-avenue-st-johns"
"1221433"	"339900"	"House"	"Freehold"	"2058"	"2"	"4"	"4"	0	"31 Lasalle Drive"	"A1N0B1"	"-52.80887"	"47.53116"	"40 x 100"	""	""	""	""	""	""	"40x100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22380392/31-lasalle-drive-mount-pearl"
"1221427"	"374900"	"House"	"Freehold"	"2265"	"1"	"2"	"3"	0	"83 Blackstrap Path"	"A1W4B7"	"-52.933986"	"47.520871"	"165 x 118"	""	""	""	""	""	""	"165 x 118|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22380396/83-blackstrap-path-conception-bay-south"
"1221421"	"329900"	"House"	"Freehold"	"2267"	"1"	"3"	"3"	0	"41 Agustus Avenue"	"A1X0E9"	"-53.049593"	"47.476437"	"74 x 120"	""	""	""	""	""	""	"74x120 approx|under 1/2 acre"	"https://www.realtor.ca//real-estate/22380399/41-agustus-avenue-conception-bay-south"
"1221376"	"289900"	"House"	"Freehold"	"2320"	"1"	"3"	"3"	0	"1 Carrigan Place"	"A1W4E3"	"-52.928051"	"47.510437"	"60 x 100"	""	""	""	""	""	""	"60 x 100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22380404/1-carrigan-place-conception-bay-south"
"1221404"	"269900"	"House"	"Freehold"	"3465"	"2"	"2"	"5"	0	"30 Bay Bulls Road"	"A1G1A3"	"-52.74981"	"47.52148"	"70 x 300"	""	""	""	""	""	""	"70 x 300|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//real-estate/22379567/30-bay-bulls-road-st-johns"
"1221413"	"362500"	"House"	"Freehold"	"2372"	"2"	"3"	"3"	0	"85 Ladysmith Drive"	"A1B0L4"	"-52.79031"	"47.552666"	"50 x 100"	"Attached Garage"	""	""	""	""	""	"50 X 100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22376689/85-ladysmith-drive-st-johns"
"1221379"	"369900"	"House"	"Freehold"	"2568"	"2"	"2"	"4"	0	"48 Cornwall Crescent"	"A1E1Z5"	"-52.732675"	"47.544608"	"55 x 105"	""	""	""	""	""	""	"55X105|under 1/2 acre"	"https://www.realtor.ca//real-estate/22376700/48-cornwall-crescent-st-johns"
"1221383"	"339000"	"House"	"Freehold"	"2603"	"1"	"3"	"2"	"1"	"319 Paradise Road"	"A1L2V1"	"-52.887462"	"47.54267"	"73 x 107"	"Garage"	"1"	"Attached Garage"	""	""	""	"73x107"	"https://www.realtor.ca//real-estate/22374844/319-paradise-road-paradise"
"28922232"	"263000"	"House"		"167.84 m2"	"1.5000"	"1"	"3"	0	"1402 Ch. De Moffet-laforce"	"J0Z2W0"	"-78.88216264"	"47.55640931"	""	"Garage"	""	"Detached Garage"	""	"Other"	""	"47650 m2"	"https://www.realtor.ca//real-estate/22374744/1402-ch-de-moffet-laforce-moffet"
"1221401"	"349500"	"House"	"Freehold"	"2250"	"2"	"3"	"3"	"1"	"35 Long Pond Road"	"A0A2Z0"	"-53.231537"	"47.49339"	""	"Attached Garage"	""	"Garage"	"1"	""	""	"6556 sq ft|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22374835/35-long-pond-road-marysvale"
"1221345"	"279900"	"House"	"Freehold"	"1800"	"1"	"2"	"2"	"1"	"19 Princeton Crescent"	"A1N2Y6"	"-52.811055"	"47.510324"	"48 x 100"	""	""	""	""	""	""	"48 x 100|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22371141/19-princeton-crescent-mount-pearl"
"1221370"	"349900"	"House"	"Freehold"	"2730"	"1"	"2"	"3"	"1"	"14 Hartland Avenue"	"A1L0V3"	"-52.878765"	"47.531976"	"50 x 135"	""	""	""	""	""	""	"50 x 135|under 1/2 acre"	"https://www.realtor.ca//real-estate/22371128/14-hartland-avenue-paradise"
"1221361"	"314900"	"House"	"Freehold"	"2320"	"1"	"3"	"3"	0	"18 Elgin Drive"	"A1L1G5"	"-52.832067"	"47.535209"	"71.9 x 61.8 x 101.28 x 21.51"	""	""	""	""	""	""	"71.9x61.8x101.28x21.51|under 1/2 acre"	"https://www.realtor.ca//real-estate/22371137/18-elgin-drive-paradise"
"1221288"	"325000"	"House"	"Freehold"	"2240"	"2"	"3"	"3"	0	"26 Hamlet Street"	"A1B0K9"	"-52.787527"	"47.550323"	"57 x 100"	""	""	""	""	""	""	"57X100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22371149/26-hamlet-street-st-johns"
"1221343"	"365000"	"House"	"Freehold"	"2170"	"1"	"3"	"2"	"1"	"319 Stavanger Drive"	"A1A5S4"	"-52.70393"	"47.616232"	"50 x 100"	"Attached Garage"	""	""	""	""	""	"50X100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22371142/319-stavanger-drive-st-johns"
"1221327"	"229900"	"House"	"Freehold"	"3952"	"1"	"2"	"2"	0	"72 Brazils Hill"	"A0A3X0"	"-53.274135"	"47.627658"	"100 x 95"	"Attached Garage"	""	"Garage"	"2"	""	""	"100 x 95 Approx.|under 1/2 acre"	"https://www.realtor.ca//real-estate/22369270/72-brazils-hill-spaniards-bay"
"1221313"	"359900"	"House"	"Freehold"	"2290"	"1"	"3"	"2"	"1"	"76 Branscombe Street"	"A1A5J9"	"-52.736065"	"47.598204"	"30.6 x 138 x 56.3 x 136"	""	""	""	""	""	""	"30.6 x 138 x 56.3 x136|under 1/2 acre"	"https://www.realtor.ca//real-estate/22369274/76-branscombe-street-st-johns"
"1221335"	"249900"	"House"	"Freehold"	"1892"	"1"	"2"	"3"	0	"31 Winslow Street"	"A1E6C5"	"-52.74902"	"47.547391"	"40 x 90"	""	""	""	""	""	""	"40 x 90|under 1/2 acre"	"https://www.realtor.ca//real-estate/22369265/31-winslow-street-st-johns"
"1221362"	"209900"	"House"	"Freehold"	"1500"	"2"	"1"	"3"	0	"619 Southside Road"	"A1E1A4"	"-52.72743"	"47.539724"	"25 x 200"	"Street Permit"	""	""	""	""	""	"25 x 200|under 1/2 acre"	"https://www.realtor.ca//real-estate/22369252/619-southside-road-st-johns"
"1212567"	"249900"	"House"	"Freehold"	"1872"	"2"	"2"	"3"	0	"12 Forge Road"	"A0A1K0"	"-53.210383"	"47.536069"	""	"Detached Garage"	""	""	""	""	""	"60 x 150' +/-|under 1/2 acre"	"https://www.realtor.ca//real-estate/22365465/12-forge-road-brigus"
"1221311"	"229000"	"House"	"Freehold"	"1824"	"1"	"2"	"3"	"1"	"8 Squires Road"	"A1L3S2"	"-52.897194"	"47.563365"	"105 x 385"	"Detached Garage"	""	""	""	""	""	"105 x 385|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22365436/8-squires-road-paradise"
"1221269"	"289900"	"House"	"Freehold"	"2500"	"1"	"3"	"3"	0	"36 Grandy Crescent"	"A1N4Y5"	"-52.815467"	"47.525147"	"52 x 100"	""	""	""	""	""	""	"52 x 100|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22365452/36-grandy-crescent-mount-pearl"
"1221316"	"249000"	"House"	"Freehold"	"2754"	"1"	"2"	"3"	0	"225 Dogberry Hill Road"	"A1M1C3"	"-52.879822"	"47.575018"	"75 x 250"	"Attached Garage"	""	"Garage"	"2"	""	""	"75 x 250|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22365434/225-dogberry-hill-road-portugal-cove-st-philips"
"1221302"	"329900"	"House"	"Freehold"	"2600"	"1"	"3"	"3"	0	"28 Adler Street"	"A0A1G0"	"-53.276547"	"47.591816"	""	"Attached Garage"	""	"Garage"	"2"	""	""	"1/4 Acre|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//real-estate/22365441/28-adler-street-bay-roberts"
"1221300"	"269900"	"House"	"Freehold"	"2610"	"1"	"3"	"3"	"2"	"135 Higgins Line"	"A1B2Y7"	"-52.728758"	"47.591144"	"91 x 135"	""	""	""	""	""	""	"91X135|under 1/2 acre"	"https://www.realtor.ca//real-estate/22365443/135-higgins-line-st-johns"
"1221277"	"259900"	"House"	"Freehold"	"2000"	"1"	"1"	"3"	0	"105 Commonwealth Avenue"	"A1N1X1"	"-52.800829"	"47.51264"	"57 x 300"	"Garage"	"2"	""	""	""	""	"57X300|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//real-estate/22363334/105-commonwealth-avenue-mount-pearl"
"1221279"	"304900"	"House"	"Freehold"	"1990"	"2"	"3"	"3"	0	"3 Thistles Road"	"A1X6E9"	"-53.021687"	"47.494062"	"56 x 96 x 55 x 102"	""	""	""	""	""	""	"56 x 96 x 55 x 102|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22363333/3-thistles-road-conception-bay-south"
"1221224"	"369900"	"House"	"Freehold"	"2100"	"1"	"3"	"3"	0	"24 Obriens Way"	"A1L3P8"	"-52.892168"	"47.561579"	"189 x 157 x 210 x 105"	"Detached Garage"	""	"Garage"	"2"	""	""	"189X157X210X105|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22363343/24-obriens-way-paradise"
"1221289"	"339900"	"House"	"Freehold"	"2430"	"1"	"2"	"5"	0	"8 Macpherson Avenue"	"A1B2B9"	"-52.752505"	"47.563328"	"50 x 100"	"Attached Garage"	""	""	""	""	""	"50x100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22363328/8-macpherson-avenue-st-johns"
"1221281"	"275000"	"House"	"Freehold"	"2268"	"2"	"1"	"3"	0	"4 Warbury Street"	"A1E1N8"	"-52.724017"	"47.548559"	""	"Attached Garage"	""	""	""	""	""	"363.8 square meters|under 1/2 acre"	"https://www.realtor.ca//real-estate/22363331/4-warbury-street-st-johns"
"1221261"	"339000"	"House"	"Freehold"	"3696"	"2"	"3"	"3"	0	"31 Victory Lane"	"A1N3Z4"	"-52.790358"	"47.502505"	""	"Detached Garage"	""	""	""	""	""	"50 x 100 apprx|under 1/2 acre"	"https://www.realtor.ca//real-estate/22362532/31-victory-lane-mount-pearl"
"1221234"	"339900"	"House"	"Freehold"	"2000"	"1"	"3"	"3"	0	"56 Lasalle Drive"	"A1N0B2"	"-52.81043"	"47.53248"	"40 x 98"	""	""	""	""	""	""	"40 x 98|0-4,050 sqft"	"https://www.realtor.ca//real-estate/22359637/56-lasalle-drive-mount-pearl"
"1221227"	"239000"	"House"	"Freehold"	"1735"	"1"	"1"	"3"	0	"1970 Topsail Road"	"A1L1Z5"	"-52.907476"	"47.531489"	"100 x 150"	""	""	""	""	""	""	"100x150|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//real-estate/22359640/1970-topsail-road-paradise"
"1221243"	"339900"	"House"	"Freehold"	"2620"	"1"	"2"	"3"	0	"66 Tigress Street"	"A1B0L6"	"-52.804381"	"47.557327"	"50 x 100"	""	""	""	""	""	""	"50 X100 approx.|under 1/2 acre"	"https://www.realtor.ca//real-estate/22359633/66-tigress-street-st-johns"
"1221238"	"344900"	"House"	"Freehold"	"2684"	"1"	"4"	"3"	"1"	"30 Archibald Drive"	"A1L2V8"	"-52.882337"	"47.539891"	"71 x 130 x 72 x 116"	""	""	""	""	""	""	"71x130x72x116|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22359635/30-archibald-drive-paradise"
"1221250"	"339900"	"House"	"Freehold"	"2229"	"2"	"4"	"3"	0	"13 Galaxy Crescent"	"A1A0E7"	"-52.762263"	"47.608419"	"60 x 120"	"Other"	""	""	""	""	""	"60 x 120|under 1/2 acre"	"https://www.realtor.ca//real-estate/22359628/13-galaxy-crescent-st-johns"
"1221210"	"250000"	"House"	"Freehold"	"1950"	"1"	"2"	"4"	0	"35 Bauline Line Extension"	"A1M2T1"	"-52.829816"	"47.626812"	"98 x 200 x 146 x 32"	""	""	""	""	""	""	"98x200x146x32|under 1/2 acre"	"https://www.realtor.ca//real-estate/22357724/35-bauline-line-extension-portugal-cove"
"1221195"	"279900"	"House"	"Freehold"	"2000"	"1"	"2"	"5"	0	"14 Janes Road"	"A0A3X0"	"-53.267169"	"47.629376"	"100 x 200"	"Detached Garage"	""	""	""	""	""	"100 x 200 Approx|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22357734/14-janes-road-spaniards-bay"
"1221139"	"299500"	"House"	"Freehold"	"1063"	"1"	"2"	"3"	0	"8A Youden Place"	"A0A2B0"	"-53.211073"	"47.549427"	"0.5 acres"	""	""	""	""	""	""	"0.5 Acres|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22357749/8a-youden-place-brigus-cupids"
"1221140"	"279900"	"House"	"Freehold"	"1063"	"1"	"2"	"3"	0	"10A Youden Place"	"A0A2B0"	"-53.211567"	"47.549688"	"0.5 acres"	""	""	""	""	""	""	"0.5 Acres|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22357748/10a-youden-place-brigus-cupids"
"1221155"	"259900"	"House"	"Freehold"	"1063"	"1"	"2"	"3"	0	"9A Youden Place"	"A0A2B0"	"-53.211395"	"47.55005"	"0.5 acres"	""	""	""	""	""	""	"0.5 Acres|.5 - 9.99 acres"	"https://www.realtor.ca//real-estate/22357746/9a-youden-place-brigus-cupids"
"1221180"	"337500"	"House"	"Freehold"	"1416"	"2"	"3"	"3"	0	"35 Alberton Drive"	"A1L1Y8"	"-52.891089"	"47.523831"	""	"Attached Garage"	""	""	""	""	""	"~50X100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22357741/35-alberton-drive-paradise"
"1221230"	"319900"	"House"	"Freehold"	"2187"	"2"	"4"	"3"	0	"38 Mercers Road"	"A1W4M5"	"-52.94746"	"47.527132"	"80 x 200"	""	""	""	""	""	""	"80 x 200|under 1/2 acre"	"https://www.realtor.ca//real-estate/22357713/38-mercers-road-conception-bay-south"
"1221172"	"309900"	"House"	"Freehold"	"2622"	"1"	"2"	"3"	0	"37 Oaken Drive"	"A1X6C3"	"-53.027777"	"47.485516"	"50 x 100"	""	""	""	""	""	""	"50x100|under 1/2 acre"	"https://www.realtor.ca//real-estate/22357744/37-oaken-drive-conception-bay-south"
"1221165"	"339900"	"House"	"Freehold"	"1602"	"1"	"3"	"3"	0	"43 Simcoe Drive"	"A1N4W5"	"-52.808687"	"47.530539"	"40 x 100"	"Attached Garage"	""	"Garage"	"1"	""	""	"40X100"	"https://www.realtor.ca//real-estate/22356852/43-simcoe-drive-mount-pearl"
"1221149"	"219900"	"House"	"Freehold"	"2162"	"1"	"2"	"3"	0	"22 Donovan Street"	"A1N2C6"	"-52.814872"	"47.521731"	"40 x 150 x 56 x 157"	""	""	""	""	""	""	"40x150x56x157|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22350890/22-donovan-street-mt-pearl"
"1221168"	"269900"	"House"	"Freehold"	"2030"	"1"	"2"	"2"	"1"	"25 Ungava Street"	"A1L1J4"	"-52.857027"	"47.535715"	"52 x 98"	""	""	""	""	""	""	"52 x 98|under 1/2 acre"	"https://www.realtor.ca//real-estate/22350886/25-ungava-street-paradise"
"1221181"	"279900"	"House"	"Freehold"	"2106"	"1"	"2"	"2"	"1"	"1091 Indian Meal Line"	"A1M3c4"	"-52.829352"	"47.620825"	"100 x 130"	""	""	""	""	""	""	"100x130"	"https://www.realtor.ca//real-estate/22350880/1091-indian-meal-line-portugal-cove-st-philips"
"1221153"	"334900"	"House"	"Freehold"	"2025"	"1"	"3"	"3"	"1"	"71 Magee Drive"	"A1L0K3"	"-52.90482"	"47.539741"	"50 x 100"	"Garage"	"1"	"Attached Garage"	""	""	""	"50x100|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22348996/71-magee-drive-paradise"
"1221022"	"349900"	"House"	"Freehold"	"3092"	"1"	"3"	"3"	0	"16 Carters Lane"	"A1W5V7"	"-52.923068"	"47.540643"	"55 x 100 x 67 x 55"	""	""	""	""	""	""	"55x100x67x55|4,051 - 7,250 sqft"	"https://www.realtor.ca//real-estate/22348331/16-carters-lane-conception-bay-south"
